customer_uid,is_business,has_account,bill_state,acquisition_channel
18e760745b4076398fda931bd6cf3a37,True,True,MI,paid search
29e350c2de8fda7cb8047729278f7e0e,False,False,CA,organic search
ca6f385cedc564982a2a2e650bd3281e,True,True,IL,paid search
d25038ae32e85d64b41b9fb1c86daac1,False,True,TX,direct
f1ba53ff1b66ab282521145d51602b09,False,False,MA,organic search
8389940df5fd6d92eaa371fb7a358d68,False,True,PA,organic search
7a13700d85f58704e7198e68c88d5b04,True,True,FL,organic search
c52d5dc0646954c6b70977422a14bbcc,True,True,MI,paid search
61d936168dfb59d34e926ed8ab456928,True,True,TX,paid search
59b5dd773cb55cdd78b97e1aaf06c66a,False,False,CA,direct
c708d9b982a4274df1ccab0eeae2273a,False,False,MN,direct
515c140c5c9b2ef45488955ee893ddc8,False,False,VA,direct
f5c2b94566c32324d4ab7c15c4d9983a,False,False,TX,direct
a90e681c0f30d8b135fce272b9b64c93,False,True,CT,organic search
1d0ee681ff65efe3719430a38bc0cb76,False,False,IL,organic search
09fc2a0bdebf5652bc962da86342d746,True,False,LA,paid search
af11e29fe197181252964afdded64960,False,False,OH,organic search
956eb75223bfe2a81f0c65a82f95c06a,False,False,NY,organic search
9822da76e5522c946e2a1598ea010a69,True,True,CT,paid search
ad59494f08aa473a181f690f3059e8d4,True,True,NJ,organic search
58c9306f55835e8b15d6611179c31a27,True,True,VA,organic search
127b320346c6966a7589b0f517fcd255,True,True,KY,paid search
4ff02fcd6fd303c1a0b8583664b65cf0,False,True,NH,coupon aggregator
8ffe3837f66a3531d377f2d15c313344,False,True,MA,direct
a1b5782358a07289ea6b1342b2615243,False,True,TX,direct
eb2caba4b375713c1b7077f77ae7a220,False,True,FL,direct
3241ffd0f5507e86750b186e4286f8d4,False,False,TN,organic search
4b5620a59ff878a4a8827e72797959e9,False,True,MD,organic search
6ac41fec1f45aaaea91ad85ded5eaac9,False,False,GA,organic search
4bf4cdd7f8a3114681df23d6343f215f,False,True,FL,direct
687b3042797a46a54c745245a2bb715f,False,False,NE,organic search
0cbdc5223ada422b8e6790ab68b5d9e6,False,False,MO,organic search
13edde52b8f0a942e809ae022990ec3d,False,False,TX,organic search
729d3345c78fbf0a7eadb36a781a5068,False,False,IN,organic search
5614fc7936622c090e95e68eba4affef,True,True,NY,paid search
6e67078319a95a2386fd50ade25a6798,False,False,FL,organic search
abddad4f282c87d487f9832e6f5dcb8f,False,False,WI,organic search
e70c7bfc8cf568785d754ae4f4697d5b,False,True,AL,direct
04db3ec39f04be344159fb92dc61c405,False,True,FL,direct
6bdbc73d1dbc62651c1c2a5bbac69732,False,True,VA,organic search
df6fdd2ef4320e3b9f062617226f3adb,True,True,AR,paid search
85c397dd7fd7ff7293d281d975531dde,False,False,VA,direct
0ee762ea95a7f19dd3aae9a8c875903a,False,False,CA,organic search
eec3af4a9f03216587a6d65aee6d30c4,False,True,VA,organic search
7204e34956b0c726bf1bad91d1426f55,True,False,WA,paid search
fc081cd4f36ec1c922a91bb5037ae26d,False,True,OH,direct
11fab2c6492776209cc03a4057304e9a,False,False,NJ,organic search
ff7528238a7ce2a44da70956f348a740,True,True,OK,organic search
f64995b80d93464a32ab3282fd6c5ab3,True,True,PA,organic search
ea327d06b6abeeb579903ed9c3e5dd98,True,True,FL,paid search
bc839f6fff8e9d90121c7e1e0724bb9a,True,False,NJ,paid search
dd77724b9e2a9cafbae7f013e4bc9547,False,False,OK,organic search
09d3f42259ad0921480e4ca3f55ddc79,False,False,TX,organic search
f30158056472db2158fca197fcb6d406,True,False,CA,organic search
bf6be24c51a05a0bdb1ee1ebe0da2e31,True,True,PA,paid search
85f147040ee5c52739e59b91075be1d7,False,False,CA,organic search
5eca4eae2d8e6f42d382fa280190cf87,False,False,MI,organic search
f89dbcb751bfe6faec2be47944238f58,False,False,OH,organic search
38505758fd8d2b4b0de8ddc5fc891668,False,False,PA,direct
1443fee2060d7c0a44dc4818c84a317d,False,False,NE,organic search
267ffee887a3a08be8e1de5f5dc7af10,True,True,WI,paid search
e528e0bef23f448fe64ad37f098544da,True,False,NY,organic search
e85b2290802238747cb73318bbd6dba7,False,False,TX,paid social
1bc66b7c8c9080e9a84741914425cff9,True,True,GA,paid search
6857a24494030386f5a7d2170656e039,False,False,KY,direct
5f7afda195dc9e279d639848280e6b1a,False,False,NY,organic search
268df75c4de4f349f09a2c34c3b7e523,False,False,NY,direct
ff78d9eb3f475730f6c4f04d9ef61eaf,False,True,SC,direct
849a7a792dd86e4643845b6f7567536f,False,False,TX,organic search
8b6ca4be6a1ca04a741d8dbb4fc2e05c,False,False,WI,organic search
58e37398574953c8caea44ab1bef2332,False,True,IL,direct
fdb6737b901610f3668ac2e5c17d01ca,False,False,ND,organic search
01f5499f2e1036016e46e4ae4ac199f4,False,True,MI,direct
3e19befb1a9da18e9f6e4e39ae96ee41,True,True,RI,paid search
3505702908beb2497e17105530c1fb02,False,True,OK,direct
d8c928b3dcf258a926a7ab276b47eb23,True,False,TX,organic search
e557deda72ab62e6ce3d4dc648c0e032,False,False,MS,organic search
505b48efe272d426da53c5bedf8a87ee,False,False,CA,organic search
a0fff3d995677bd72c15cf852317e904,True,False,VA,paid search
956076247886d9f7d62032e7456bf7cc,False,False,CA,organic search
0cbdc69b988f0beccade92933dfcdf1d,False,True,NY,organic search
f74c875f6c91cb259763d123b7e6959c,False,True,OH,organic search
b7977db7d8565bb35e8dff22a1546e2c,False,True,KS,direct
f4f7514378ac295e4dbbef439bd73eb0,False,False,CA,organic search
d66c7bc6b866a0fcedb47334299d196e,False,True,AZ,organic search
4c246a04fee66a1200074b6a29f6644f,False,False,NY,organic search
1037a31bcd6bc8696473113e8c4ab07e,False,False,NJ,organic search
e625c47126dd40d665a3f10682fe640b,False,True,MI,direct
7d84608d09a88f787211832f26147aa0,True,True,KY,paid search
0c9edb6a06caedcf2d2a39487dae5c64,False,True,OH,direct
ffd50efadbc500e26ff8dbeb23bf4cd0,False,True,TX,direct
b1daa8235bca44932e1519d77aeb8551,False,False,MD,organic search
90580ab9f0c58b0282a5999f2df7ce66,True,True,OR,paid search
533de36f98f281511a70376ccb0f59f1,False,False,MN,organic search
6a2d81c1cc2ba175f2b68ce1ef91ddbe,False,True,AL,direct
9ca1cd0c4f8df3452fbea4a6e03d23be,False,False,WI,organic search
2508dcb2b9deed06eb3204945a61978d,False,False,FL,organic search
5dbe0437c25fd573125f399a7c36618a,True,True,GA,paid search
dea518ce04f84e79d775ef55f5e221ad,False,False,MN,organic search
0e485d50c45b600e7f6ea14699d2240a,False,False,CO,organic search
8d72f393ee5d263257dd122433ac0676,False,False,NY,direct
2445c3a0aa174f498a13d6f287227096,False,True,KY,organic search
ed2bb72b8d8e68d26de5958f71f24b92,False,True,LA,direct
d9983070a3ea31a9d4bcc01bc3696a14,True,True,VA,paid search
5e42105a25cacd49235af0bd57cca3d3,False,True,KS,organic search
2659e537dfd31918fb7d7c152b853231,False,False,FL,organic search
41e17c2c52bd2527a724d1ef8ba1c39c,False,False,FL,organic search
4ef55a79155c91153112770abc68afa6,True,False,MI,paid search
5b062e6ecbb048d90f0187f9009fecbd,False,True,CA,direct
566088b13342091026356c0b2869bcd8,False,False,MS,direct
4819d3a8c96a5e77aee4838660c8d26b,True,False,FL,paid search
45a14a508014641f771bcd08e212d117,False,False,AR,organic search
92e6fd652e5f3fa9d727ddfe341c77c1,True,False,NY,paid search
79b0705e6ab3fe87255745acd0d40aa5,True,False,OR,paid search
c163a202758dc9d12b62e1ffe7449aeb,False,True,TX,organic search
10639c6b5c17f5c58403e8a9f15b0feb,False,False,CA,organic search
512c5bbf577f89532f3755ff12d3e23b,False,False,TX,organic search
3bdda6e59ef52276941dbe14ba256314,False,False,IL,organic search
5804c3f5ba2c10a9abba97f587f191f7,False,False,FL,organic search
8f8d71b89724ac17946b434e1753e936,True,False,VA,organic search
f254ea03e37043d7c0b9bb6798040242,True,False,NJ,paid search
6fa597d1f2a42dc5959adfa907b096a9,False,False,CA,organic search
6a4538dc7de90f864b14a3bfce207c3e,False,False,NC,direct
29132f85195d8bade16943953d0d42a1,False,False,PA,paid social
c54390c536b957814ef90b45c9c1e7a4,True,False,TX,organic search
a8a09df6d80f3924f75145a40d2c9d31,True,True,PA,paid search
8f8ee750c0047776d16503b3713ad3b3,False,False,OH,organic search
0a0c237e4ed689117bc8a870d4d32eec,True,True,NY,paid search
4ada34826d2e57d1376b297540cae700,False,False,NC,direct
8e0d9abc08ea44dfb7ab9689ec50edf7,False,False,OH,organic search
179475433d7f8d253677ffae534ca557,True,True,MD,organic search
2dc4fe55f0af45c6afa977f1b0acf6b4,False,False,KY,organic search
6daff69c35fe5000769b4ad47a20b43f,False,True,SC,organic search
7e18f9e5ebab8bf94d4199b532e798db,False,True,IL,direct
707c0823bb2751860da0db52637bf6bf,False,False,IL,direct
c7975ff68468476ca25a189f98cad4fd,True,True,LA,paid search
555344e986ccd11ffc87528712ce22bf,False,False,CA,organic search
8bac8ba454c44eb47cea62b1cdc64265,True,True,MO,paid search
31111ebaff90d9cbc9aeab272a5565b9,False,True,NY,direct
fb62a1c1bfd168b4c485e321d72e6bb0,False,True,TX,organic search
1cf446192b07d66d696b9ef14320f07d,True,True,UT,paid search
32893f839034a18a0d36f33f19635491,False,True,NY,paid search
2fba9ac2b6e8ad554b3818453e9075dd,True,True,MN,paid search
dfb738de7e7a5d84937f2318125f949e,False,True,TX,direct
5ca6faf81c0c6281b8ab9fbb8a080c59,True,True,TX,paid search
4b78053ca8a97d1bd5ff85ed9bb08f87,False,False,IL,organic search
630bc10e49b45c7e52578a3ee139df68,False,False,NM,organic search
49ce409d844eab5d16151e71c6216b98,True,False,TN,paid search
9cdaf64b69f6509340154ad18143b45c,False,True,CA,organic search
1633d749fc3228100955282fb59091f0,False,False,NY,direct
63d9c645b0335ba7ec880d9d0b4002f4,True,True,MI,paid search
524636586a6294d6a32b2edd5f10e993,False,True,OK,direct
14e6603050653e0d021f82dab6b6bfb2,False,False,NJ,paid social
4eee8ec63eedd7e4556136c24ddd070f,False,False,TN,organic search
84a56e75261df587f48d89fc638b86ae,False,False,MO,organic search
04f7578c967a73674f217dc9513abd6e,False,False,IN,organic search
306e426600806fc0d66ab594ad35a998,True,True,OH,paid search
23f9c902daef5344674a2ee5d8a33176,True,True,WA,paid search
e70793a278281277e12948bdf2b3abc0,False,False,TX,organic search
760e7eedae51905aed803b9e6e468626,False,False,NM,organic search
bb87b5e72ccafd7404061a63fc61e7c3,True,True,TX,paid search
989e9511b7c1ece136bfca704e215048,False,False,TX,organic search
c772f87700f381c67bc59ef2f381a8e8,True,True,KY,paid search
bc98246a0711b5809135abf82d155112,False,False,OH,organic search
13c532970308a756fcfa546811f47675,False,False,LA,organic search
8d5ae95f815ed08763850aac9756ea37,False,True,MA,direct
d6eb933efeab2192a49d73c3fbf8692b,True,True,TX,paid search
8dc822f5d66374269c17af93cabafaba,False,True,PA,organic search
7020e51e96a419f240f617a63450397b,False,False,WY,organic search
64c061f0e1120dadba642f12f1f7093b,True,True,KY,paid search
7619fc5088b608d684b2cb163b18e869,False,False,MA,organic search
b6942c007f90217a12d17711a74de7fe,False,False,UT,organic search
9392cda44e77aa119c569c60cc90bbba,False,True,FL,direct
c636888d65e47ba389fe203535d3d745,False,False,OK,organic search
612ade4b0ec185628201b5548bcc3c61,False,False,TX,paid social
376988744c1da68972a0ff4bff487521,False,False,TX,organic search
24034cfe2f2a7075499f0b350fef4c20,True,False,MA,paid search
f0b76fc89927711edbbcca07e699487c,False,True,PA,coupon aggregator
530815bdae744272dccb19de32dd287d,False,False,PA,organic search
4689113ddde89f6324cf28f27f07d44b,False,True,CA,direct
a9153e786bd91ae26e6033122187bc71,False,False,CA,organic search
406b47f43d88e9f0b1d212f19218d509,True,True,MI,organic search
5c5661ce0aa229957f8fef58e68b7fa4,False,False,CA,direct
c1b94185191b656bdbed62f2ae2b5405,True,True,FL,organic search
f7248279dd8fd70cba5362de54e3a12c,False,False,CO,organic search
88d31c52ab204b566ce19e3f488dd6fb,True,True,NC,paid search
d78ff0c6fda87a1dacdfaf82cf52fd3a,True,False,AL,organic search
cc256711a3a7c1b2127005e8e47e61f3,False,False,NY,organic search
9b267e6ab38accd3d8d7373e51a2b7bb,False,False,WI,organic search
19c51775c570bac73ce85d633fc9fc65,True,False,TX,organic search
73494c726543d0a6dfb700c6d4828ebc,False,False,WY,organic search
df22dc6ea93a0dc2719bb279d6dffe82,False,True,OH,direct
0cb446ba366fda7f7e9b6d583ca71ba1,False,False,IN,organic search
fc431c0e18a5976b1f2bebe09a642d40,False,False,UT,paid social
4e779f8c74af1e4caa55e4d2e820b985,False,True,OK,direct
425dfc9965dd12648b3e0ffc561dc641,False,False,NE,paid social
0a2e9ee753c8d4d99edb51f8a9626467,False,False,TN,coupon aggregator
a4fbe42e810cfde4801dce0fb1f0530a,True,False,MS,paid search
0cf991eba1e3d869767b40baf49cdec9,False,False,NY,organic search
ac39c9a65e168533b65a7ad7d4f41acf,False,False,GA,direct
b1eb46518fee7be638bdfafe15a6b284,False,False,CA,organic search
884274bc369a28d6e1346f873c27f483,False,False,AZ,organic search
10a4efaf98ed04abc0d58e26fd557f2a,False,False,OR,organic search
2d8d57b180f7794612e3d92db4f74591,False,False,PA,organic search
733886b00c7e844f5631e8f5a7d77a73,False,False,OH,direct
c92b403a77c631dee03fcc4c5454724f,False,False,NC,direct
3541a8837e60f10143a1957fba5567e7,False,False,FL,organic search
c9503260bce2b502790240a67c1c3436,False,True,TX,direct
4fe9829d5c8988171906694ae8fa43d1,True,True,TN,paid search
24e6a946271e2935ee6022e7e5df96d4,True,True,SD,paid search
d67189b32b2d7cd609a7afc15481a8b1,False,False,OK,organic search
ec95962056701a81b2b5ad3746abee9e,False,False,NY,organic search
e0bf0e3bb940fbb7247d79f8419be2b8,False,True,AZ,organic search
0fc912d678f7aca6321c7e3958dcbd1a,False,True,KY,direct
94fe14a934cbafb0b6cb02ad1ccddf85,False,True,MA,direct
047a6b6ac20e68b146149e011e984fae,False,True,OH,direct
5dc7a4b3ca27844df908ee29304eca99,False,False,AL,direct
6d9de2c496686cf3c6a3b466e667c0ec,False,False,TX,paid social
49e165e915e7d4ab8eb4812eed72310e,False,False,KY,organic search
3a881ddf2072bfd79a6f5e7170e9c83c,False,True,IN,organic search
9b7d0ef1efa432e8092d93063ad29669,False,False,MI,organic search
bb464fea9138f1e6ed9dec828811f95b,False,True,MI,organic search
c520a93f0abf0dad56a8afc3dfae76c1,False,False,GA,organic search
aa9e932e53b39353414d20abeb396f02,False,False,NC,organic search
ae579c0a3d9eab4935942057529d444c,False,False,IN,organic search
3cc64f365e75fdfeab006a792605e202,True,True,NY,paid search
e2ad3092e3968fdd1cc507eee08c03f2,False,False,IL,organic search
32232f2b5ec3f26635496d7f0a85ccd6,False,False,KY,direct
69644061f96e8a88737b88c81116e1f0,False,False,OH,organic search
fb28f53e38842d8d6e96b600799d37c7,True,True,AR,paid search
7804d2f7df4ed8543837b8eee109f7a5,True,False,OH,organic search
fcafbff1bf44a666cf9d2ac5ae0c31b0,False,False,WI,organic search
fd35010efbb225962d95432fc0b5de2c,False,True,KS,organic search
29d26b2ee6106066476ff2122f825215,False,False,PA,organic search
10f1540aa59a0d4db5c14beecfd294dc,False,False,IA,organic search
cda46c0f964df06e905a12a7b21d1e78,True,True,MN,paid search
1c9c77c8ee874711d8b9f9de55522d2f,False,False,PA,organic search
a49fc1e309f65cc86b2fb6340ae661aa,False,True,NY,direct
00737174c02f93ab68aabd7c81d120e0,False,False,TN,organic search
0493fdf2df610c1115bdf16be6ee1458,False,True,MT,organic search
3cb2d3198eb771f870923db43cc2d000,False,False,NJ,direct
5a10ce6d6e88baf4b32fc92fc432c223,True,True,PA,organic search
247c53a9aad6970724695b4417a6369c,False,False,PA,direct
a58b3647d2f41834b66f88dc02c32431,False,False,TX,direct
c5f62824247ce71f10a87ef4f790159f,True,False,VA,organic search
db16d5828a8646a77f826246d6d4336e,False,False,NM,direct
6e07c6363a19cd12e2389dc79fa88037,False,False,UT,organic search
83f1aa88d03d1336365886bd4b83c018,True,True,OR,paid search
9e786671608db01231afab81bb16090e,False,True,PA,organic search
c19f9401330057832cc1e7b0bd6e6dff,False,False,CA,direct
50dd8cc5e8a69c7f5fca0498729eb554,False,True,OH,direct
f217ca94ee29cfdc17c79e125fe7b60c,True,True,OH,paid search
22c0e2169c9394a63200558d42569223,False,True,MO,organic search
3f8627a5676312c41d5ad3d5716b9293,False,False,MO,organic search
2c919d68706491304669a4453f51a83d,False,False,RI,organic search
d5418fe244853cfe468bcedc5f41d073,False,True,TX,direct
31450dab6870a1984766ef4ccf97d794,False,True,NV,organic search
568982999916188f25b0399dffdc2ff9,True,False,FL,organic search
34593d9d65e92210a121a7690b1e2461,False,False,PA,direct
95a8e7af8c4bdea26a0ddf0812a13a91,True,True,NJ,paid search
e4b50953d0e593630ac29abfd7ec70dd,True,False,IL,paid search
5f5f967a4889eb6a8af3f6e03ed7f234,False,False,GA,organic search
a10caea0c5a901367bee788f21599b28,False,True,FL,direct
cf396ec127a586eb4d9c5fba142459ab,True,False,NY,organic search
20cc7e0c8bbffa1a29a97abaea60a73d,False,False,WI,paid social
b6032ee9248bc444040cf231c89100cd,False,False,CA,organic search
7f655796ef5e08eb26d4957a09310b81,False,False,IL,organic search
f5ff0e7bb03d898a2fc2195e964a4648,True,True,ND,organic search
26cc91f33c6d888fc86e9357a7784e2a,False,False,NY,organic search
524f1ddd2863397218e40dc2f8547250,False,False,TN,organic search
61b719311f31665016ad31bcd7331ef6,False,True,PA,direct
cb34b1426df8f508ebe306b5226e64b6,True,True,TX,paid search
0da5ab58968f2e67e5ffb36058222c6a,True,False,OH,organic search
0b34681c0278f9ad6478f826b4cfe855,False,False,OH,organic search
86edf9623103192b4ae1513b97f36091,True,True,VA,paid search
91d7f0a2f73547e1d4dd66685bfcc17a,True,True,MI,paid search
1fe18036a1fbe9338ca0b58befab8c0a,False,True,GA,direct
8964f92dd7ce18f04ee6566ebf7c24a5,True,True,OH,paid search
1fad8cbead0c59b612047306dccacb1f,False,True,GA,direct
c6f2737be7387397baa7aeec1bf203ec,True,True,GA,paid search
5e77b3af6854cf41c33d7d8e4d89de5a,False,False,WV,organic search
f678873ef74894b423fc02d19bcdecbd,False,False,CA,organic search
2bad972c148810080eed7bb37d77166e,True,True,FL,paid search
f0750a64b51ed04b54adb1803ecfde76,False,False,AZ,organic search
61149e1fd9ae12f850b837a660bfdd1a,False,False,CA,organic search
6d27e72061c7947a490d477dc4bd2cc6,False,True,GA,organic search
0593c5192da68b3a8577006dfe598799,False,True,FL,organic search
8dbc50d07ca6e1db3b1c8002e852b6fb,False,True,AK,direct
9f7561adfe946328b31763e1309304f2,False,False,MS,organic search
d9e55725373560e6b9c0e1834418081d,False,False,CA,organic search
c828631e6dfcb20ec2d48a4a183bdc24,False,False,TX,organic search
5224775594a2540791eb13597c8ee019,False,False,FL,organic search
7f364f808be8a4ca956051bfcb5a36fa,False,False,FL,organic search
db4051f8bdc60a61ec9883e4eb76f302,False,False,AR,organic search
f78fcef091455036017008f3f9656bcd,False,False,NY,organic search
558bf27e41a0fde551fc19d2688bf220,False,False,PA,organic search
18f0903c2cffb0c49763e7a32ce2f91e,False,False,GA,organic search
4e95b39907e43df5463fa316ed4716b7,False,False,CT,direct
0430a303df3a17110aaaa5ebb864f9f8,False,False,NY,organic search
c5a0909bcc6e1279ca381cace3648108,True,True,KY,organic search
d58071221065cce18d17d2d0e40fdd58,False,False,KY,organic search
d6286c3b7aa1f470c387afc79b8a4671,False,True,CA,direct
38883250453ef4d2da05df465e1a0f39,False,True,AL,direct
9817d2b6e9e11dbe9bf344726cbf0212,False,False,MO,paid social
5649daa07a451bbb93439d9c50b67cee,False,False,GA,organic search
dc2281e7c8f1fc6f3c187c4bfa9e794c,False,False,WV,organic search
2099e380686801e046d6a017709a336e,False,False,FL,organic search
d1c7c3fb4b5ff84d5eabbd93b617d7b0,False,False,OK,organic search
82f24dc26919ba5e343125a59ae40f4a,True,True,IN,paid search
e476c8649444bd1c44390ef863f3420f,True,True,LA,paid search
133e214ae197f8c822656aa354e734c9,True,False,IL,paid search
8519d5647fa2d9ef50782b673c054af4,True,False,GA,organic search
2e0ecb22d849d0c56e96515b4828d65e,False,False,KY,organic search
c5a72486a71ac0e75960208485a09a33,False,False,MD,organic search
cb42286f0fec17fe129e3e7d484c0bde,True,True,CA,paid search
eb7f1701b2a0ec51e09e5d2c8c2bc472,True,True,MS,paid search
d3f0361abad1d3d976e1e823ecd934a9,False,False,NC,organic search
e935289af57f320aef798ceae5333791,True,True,IN,organic search
45db1ad94abeda315f81403eca502b54,False,False,TN,organic search
4aa410dc6a9c6af4fef0ef5865437d4e,False,True,TX,organic search
bd6608f5c3f3636ee386324b16e20c31,True,False,TX,organic search
7183dace8935ec15dbf7fe668e6d5239,False,True,CA,organic search
4c06fbc2545fd920723809d4b87563f3,False,False,NV,organic search
c12e1c41853d1839bbac339ad017806a,True,False,OR,paid search
9280a90df2f93e35e867fd82454a2431,False,True,VA,direct
b7a043fefcbd4d623968851600a45073,False,True,TX,direct
ee1fb75766df68167521651d9c0cc208,False,True,MD,organic search
62398190f332d0122ff77e62dfa2003a,False,False,NC,organic search
8a235078b6d5172706cae2d52ee15caa,False,False,UT,direct
2074aeb8bdf69a879c0f04bc78613a00,False,False,AR,organic search
db2fd6a21f983d4b1f4b3c8dd261f96e,False,True,UT,direct
d0dcd9d7aeb43930d60cfe36b8af9ea3,False,True,NC,direct
7eec99fee3a73184ad1e82e2ac2efe83,False,False,CA,direct
f03516e26cd625d1f245520e7248f5fa,False,False,IL,organic search
e7a8d48149d492b9d246e063e0f3679a,True,True,FL,paid search
4d4a9db201c543667aaa5a4b5b537f89,False,False,TX,organic search
f83a01cae31ddeb34cb6c01cabbccdcf,False,False,AZ,direct
92e991a1496422fadaacedc63b9ee1a1,False,False,CT,organic search
b13948c8fbf014cc7747521fbf21d2dc,True,True,MA,paid search
54f39e909813018d3fd50f1904ef51ea,False,False,OH,organic search
29377f2bb2c8ef5cdd6062c606d222d5,False,False,MO,organic search
f329e9d51143d60e50e67d726f75df36,False,False,FL,organic search
590c1b04ca63f3e7c67caf4382230e93,False,False,UT,organic search
