order_id,customer_uid,order_timestamp,discount,ship_state,shipping_revenue,shipping_cost,returned
450697,a6b94bfb29a7a6e905ba9ba8a79251d9,2016-02-01 15:48:12.904,0.0,NC,5.95,6.8,False
110991,a7be387d03086a234d81ffa774638205,2016-02-02 02:17:53.600,0.04,SC,0.0,6.8,False
453530,1b0ad654bcf349460ec536742616f1ce,2016-02-02 23:02:42.068,0.125,CA,0.0,6.8,False
482162,e782f1711cb12343a70813f135e54855,2016-02-09 03:29:44.038,0.075,AL,0.0,6.8,False
496663,775364e14a636ac9e8a1bb6b1c2bdbd3,2016-02-08 15:35:28.103,0.0,TN,0.0,6.8,False
554837,dff6756edb3d80319a5f082ef8a18a12,2016-02-16 15:29:50.961,0.0,TN,5.95,6.8,True
520459,d933e918ba06052cc85beaab61dbb5ca,2016-02-11 13:53:19.857,0.075,AZ,0.0,6.8,False
408792,02806bfec02917f09999ffaa887f5763,2016-02-22 22:49:57.797,0.125,ND,0.0,6.8,False
599392,33cfcf2abb8ed4847c0f5e4ca51cc3c8,2016-02-22 06:06:31.637,0.04,WA,0.0,6.8,False
581861,33cfcf2abb8ed4847c0f5e4ca51cc3c8,2016-02-19 19:02:38.547,0.04,WA,0.0,6.8,False
666576,6c026e7dd096e76a9d879c367a04fb78,2016-02-29 19:00:51.865,0.075,NH,0.0,6.8,False
644328,2074aeb8bdf69a879c0f04bc78613a00,2016-02-26 20:37:04.167,0.0,AR,5.95,6.8,False
639628,ce82fa8a05a9e62d5b5367bf899ac5f3,2016-02-26 06:02:59.860,0.075,WA,0.0,6.8,False
738892,6dae40dcbd5a58a8481d408a41df9f43,2016-03-08 21:16:40.126,0.04,MO,0.0,0.0,False
577423,a60bab8252de03685fa919e2dc6d3aec,2016-03-02 22:14:20.443,0.0,TX,7.95,6.8,False
461088,1b0ad654bcf349460ec536742616f1ce,2016-03-09 22:43:44.358,0.0,CA,0.0,6.8,False
697381,687bf8cfe6d33a254a018cc85eb03eca,2016-03-03 19:24:11.549,0.04,NM,0.0,6.8,False
826696,d734d8ef950d62d4c6ee6753dcf95aaf,2016-03-18 12:28:25.289,0.0,AL,0.0,6.8,True
840157,c0ca72a0f7c9af075afe5efba9978193,2016-03-20 08:39:00.301,0.0,FL,7.95,6.8,True
596852,5fc93954804df847b7eb79dc982f914f,2016-03-16 20:08:43.548,0.0,TX,0.0,6.8,False
846252,0968b312f4ae8f748ebfd99778a3e7d4,2016-03-23 20:18:47.843,0.0,TX,5.95,0.0,False
820495,856790ea398afc5f3b0369f32fee315d,2016-03-17 15:41:59.569,0.125,FL,0.0,6.8,False
841257,6f92beae7758426e486b4bc5567f763e,2016-03-20 16:38:28.114,0.125,FL,0.0,6.8,False
814099,4176ddba42e28cc2079f0eac7d46d3b3,2016-03-18 12:31:34.481,0.04,TX,0.0,6.8,False
920493,b1f6fff71c4eea28d8a6871027e0bf67,2016-04-02 14:50:24.851,0.0,NC,0.0,6.8,False
923498,1a6283e15c5252350d912879e31736fe,2016-04-01 22:05:47.990,0.0,MI,0.0,6.8,False
923744,3069349651afb03593af7d090535f5dc,2016-03-31 20:51:24.548,0.0,AL,0.0,6.8,False
966058,a8cd984e4d7d0b4f3cb836698415d196,2016-04-06 21:59:47.496,0.04,TN,0.0,6.8,False
1006284,c0ca72a0f7c9af075afe5efba9978193,2016-04-13 00:30:14.288,0.04,FL,0.0,6.8,False
996821,3069349651afb03593af7d090535f5dc,2016-04-11 21:21:51.660,0.0,AL,0.0,6.8,False
997898,99b841c88bed9c8498be73c79c2df399,2016-04-11 21:34:44.945,0.0,MD,7.95,6.8,False
993707,919415132d053a892e0b0d1dfc3fb2df,2016-04-16 21:36:23.396,0.04,CO,0.0,6.8,False
1055596,bb35cad3ded96d6facd8b3409e91d223,2016-04-20 13:29:24.995,0.0,CA,7.95,6.8,False
1092101,aa8935dcc69cee5844d5ad0cc2e321d1,2016-04-25 18:56:31.141,0.0,NY,5.95,6.8,False
1023690,02806bfec02917f09999ffaa887f5763,2016-04-15 18:13:42.948,0.0,ND,0.0,6.8,False
1057766,d52780e5e14cb21c163c9333cd626952,2016-04-20 17:45:19.377,0.0,TX,0.0,6.8,False
352096,b7801de5f8d82084eb181f8ae3d8e5f4,2016-04-23 00:09:29.143,0.0,VA,7.95,6.8,False
1112809,76438d017d793f1a8df101d9aa26d817,2016-05-05 20:28:23.805,0.0,GA,0.0,6.8,False
623909,04b4de775066b026d0db414f3e39ca64,2016-05-02 14:40:36.401,0.075,PA,0.0,6.8,False
1191013,8a9f3885a40e66a6a17aadd049eb9359,2016-05-08 03:03:11.195,0.04,CA,0.0,6.8,False
1305215,ef1916078a6c9d383cbb614dcc20599f,2016-05-21 11:46:52.320,0.0,MD,7.95,7.09,False
1227492,349d9a34c2b0d6d5cfcfb486cace883c,2016-05-12 10:40:28.654,0.0,WV,7.95,6.8,False
1163018,548a890fda1be7ad2a53c247b54c4adc,2016-05-13 00:54:32.308,0.0,LA,0.0,6.8,False
1223439,9226ad27103bac5d92208a8f2597f57e,2016-05-11 23:48:56.106,0.04,CA,0.0,6.8,False
1362025,cc9f53bb4f619f4e7b4cf23ab33f1da0,2016-05-27 20:41:37.624,0.04,CA,0.0,7.09,False
1384448,349d9a34c2b0d6d5cfcfb486cace883c,2016-06-03 17:48:49.757,0.0,WV,7.95,7.09,False
1424618,a8ed73b9cbd430de280be6ab2d9a5126,2016-06-05 17:05:32.146,0.04,MA,0.0,7.09,False
1421514,11ac2882d472bcd1b7f3bf98d4444c36,2016-06-05 02:28:16.365,0.0,TX,5.95,7.09,False
1434301,5a5a1d4f999099612434f8800ece861f,2016-06-06 19:49:39.287,0.125,NC,0.0,7.09,False
1192670,80777b62b3671e7e8ae51fdaa81a1077,2016-05-18 03:01:24.126,0.0,GA,5.95,6.8,False
1430885,7392662c14fa44661bdea4231b812a88,2016-06-12 18:04:14.959,0.143,MO,0.0,7.09,False
1236915,76438d017d793f1a8df101d9aa26d817,2016-05-25 18:02:41.092,0.0,GA,0.0,7.09,False
137635,8ef92e893acf522d78a04d34c79f9fe2,2016-05-26 22:29:44.857,0.04,UT,0.0,7.09,False
1557316,e0bbae105352bd891a23e6558f6573aa,2016-06-23 07:58:40.642,0.075,TX,0.0,7.09,False
221153,3069349651afb03593af7d090535f5dc,2016-06-28 21:52:39.441,0.075,AL,0.0,7.09,False
1071204,63020bbb263281f2f22169250fb4955a,2016-06-04 17:54:55.095,0.0,CA,5.95,7.09,False
1091347,d5bfd56123d3bef24dfc2a1d7e03f4ab,2016-06-08 18:47:18.581,0.0,MN,7.95,7.09,False
1600566,6d35a2fbbedc8e8945cd8db1e971dbd1,2016-07-07 22:50:48.475,0.0,IL,5.95,7.09,False
1413709,2a77af404f4b4024389e35327937e4e9,2016-06-14 02:35:45.966,0.0,TX,5.95,7.09,False
1434695,00f771d45fed61c1891557abe887be40,2016-06-22 23:35:32.736,0.0,TX,7.95,7.09,False
353594,600ec569914ce7854e81f88c0ed11ce0,2016-07-18 21:52:29.831,0.0,AL,7.95,7.09,False
1552536,f8c97d16edc8e22cb195bfb0ded60b94,2016-06-22 18:13:26.164,0.0,MA,0.0,7.09,False
1609334,d5bfd56123d3bef24dfc2a1d7e03f4ab,2016-08-01 18:15:53.678,0.0,MN,7.95,7.09,False
16405,5b6db48b014e7c6aba6c981f1e68342d,2015-11-30 22:30:08.377,0.0,SD,7.95,6.8,False
37935,ae2e8c1fa5326e1f793d4c02f720156c,2015-11-30 02:44:15.210,0.125,TN,0.0,6.8,True
79038,10cedfe0d36280b646ff877ac1d916cb,2015-12-03 22:56:07.349,0.0,OH,0.0,6.8,False
99558,466c637ec98030cfc71c8b85f297c476,2015-12-07 17:16:50.683,0.0,IN,7.95,6.8,False
130523,d9c5147918427237c632acb18e5de4e0,2015-12-08 22:55:22.110,0.0,CA,7.95,6.8,False
125267,312eaaf6b53536d56e72e37082db6be8,2015-12-08 11:59:52.466,0.04,MD,0.0,6.8,False
125462,312eaaf6b53536d56e72e37082db6be8,2015-12-08 12:46:55.871,0.0,MD,5.95,6.8,False
158677,26232c730e3ab1b3a74e103a197b5249,2015-12-11 20:21:55.710,0.0,SC,5.95,6.8,False
183498,312eaaf6b53536d56e72e37082db6be8,2015-12-15 11:51:51.329,0.0,MD,0.0,6.8,False
165808,24b27221a8c52f992116a9cab86fe12a,2015-12-16 20:38:48.414,0.0,TN,7.95,6.8,False
248071,bb2d57d1b9d2454a9be9885a92db702c,2015-12-27 14:40:22.996,0.0,PA,5.95,6.8,False
141811,ba200839cd304b8342f8c5d0eb4d7c75,2015-12-17 21:03:39.817,0.0,TN,0.0,6.8,False
214283,3069349651afb03593af7d090535f5dc,2015-12-22 22:46:05.374,0.0,AL,0.0,6.8,False
303805,33cfcf2abb8ed4847c0f5e4ca51cc3c8,2016-01-07 00:04:12.344,0.04,WA,0.0,6.8,False
313899,4ab1a190189a2d8cba957cb3fc0e4c35,2016-01-08 18:50:30.622,0.0,FL,0.0,6.8,False
359962,637961d28a99d8019e55d30020505629,2016-01-17 01:54:34.275,0.0,ID,7.95,6.8,False
331161,c0d48cc766050bdc2b7fa9699e0ccf86,2016-01-14 22:51:44.308,0.0,AL,5.95,6.8,False
193451,c92b403a77c631dee03fcc4c5454724f,2016-01-26 16:01:27.700,0.0,NC,7.95,6.8,False
339854,da644169d8a16667f38695b14a653b59,2016-01-26 05:43:38.255,0.04,AL,0.0,6.8,False
452210,d5bfd56123d3bef24dfc2a1d7e03f4ab,2016-02-03 16:11:27.497,0.0,MN,0.0,6.8,False
400047,e782f1711cb12343a70813f135e54855,2016-02-04 18:33:29.086,0.125,AL,0.0,6.8,False
465315,2c8982b0eddc539a89e1039f81a528f7,2016-02-03 16:23:38.934,0.0,TX,7.95,6.8,False
509117,5db7da7e77bbf5ad11b9a25bb4ea6c7d,2016-02-10 01:17:29.456,0.04,IL,0.0,6.8,False
500562,d5bfd56123d3bef24dfc2a1d7e03f4ab,2016-02-09 00:34:40.498,0.075,MN,0.0,6.8,False
551005,a7cfcd01eb541b042f187047680992c6,2016-02-16 00:39:26.060,0.0,MI,5.95,6.8,False
298604,7850560f82821065ef1f329151f6ce8f,2016-02-16 13:02:24.373,0.0,TX,0.0,6.8,False
538849,2126ea9cb78169ccd3fc4b0d9b22d25f,2016-02-14 15:59:02.191,0.0,NJ,7.95,6.8,False
594154,8108ef1210331a8458f8bac003e82714,2016-02-21 19:09:39.036,0.0,VA,0.0,6.8,False
590448,d0dcd9d7aeb43930d60cfe36b8af9ea3,2016-02-21 01:14:05.961,0.0,NC,7.95,6.8,False
563066,10639c6b5c17f5c58403e8a9f15b0feb,2016-02-18 08:24:57.328,0.0,CA,7.95,0.0,False
179657,0604b0d1c14c5d6cab4c2e682dd5637d,2016-03-01 17:54:34.468,0.0,VA,7.95,6.8,False
611321,2f82441c8d16c4df5b65b7f5995369bb,2016-02-28 02:46:31.154,0.04,AL,0.0,6.8,False
482194,b4384ea064c36a22a0a9b75dccbd0830,2016-03-01 12:27:08.041,0.0,VA,0.0,6.8,False
710005,6c026e7dd096e76a9d879c367a04fb78,2016-03-05 03:35:46.667,0.125,NH,0.0,6.8,False
144100,637961d28a99d8019e55d30020505629,2016-02-29 18:53:13.529,0.0,ID,7.95,6.8,False
678973,f0c6b74621468617f66b3c0017183a52,2016-03-01 22:51:23.083,0.0,TX,7.95,6.8,False
763420,b711074f0268005b88daa7a37f267edb,2016-03-10 21:47:31.934,0.0,CA,5.95,6.8,False
237131,8fac51efd1f3ed23555389943d0b22c8,2016-03-09 16:47:36.611,0.0,SC,7.95,6.8,False
700382,2af68bb8947b06e02bfbece8cfb6b064,2016-03-04 01:23:05.768,0.0,MS,0.0,6.8,False
751226,349d9a34c2b0d6d5cfcfb486cace883c,2016-03-11 14:28:30.560,0.0,WV,7.95,6.8,False
745319,2d1fb2eeca1623b57d5d5c1793291113,2016-03-09 18:02:40.821,0.0,GA,0.0,6.8,False
331877,0604b0d1c14c5d6cab4c2e682dd5637d,2016-03-13 22:23:36.157,0.0,VA,5.95,6.8,False
813309,3069349651afb03593af7d090535f5dc,2016-03-18 21:23:51.046,0.0,AL,7.95,6.8,False
881719,d734d8ef950d62d4c6ee6753dcf95aaf,2016-03-25 18:22:59.297,0.0,AL,7.95,6.8,False
793992,5b6db48b014e7c6aba6c981f1e68342d,2016-03-14 19:23:21.513,0.0,SD,7.95,6.8,False
903489,2392688b3fd1b611961373ba610ea08d,2016-03-29 11:51:18.354,0.0,WI,7.95,6.8,False
768379,299825ab66ece4126c2e65dd993051eb,2016-03-18 20:52:00.356,0.04,TX,0.0,6.8,False
494368,c92b403a77c631dee03fcc4c5454724f,2016-03-28 01:40:18.532,0.0,NC,0.0,6.8,False
289660,e994593fc980b11fff5918529c1e2595,2016-04-06 14:38:32.947,0.0,GA,5.95,6.8,False
898510,93149f801171a9116142d1b5739fe3ff,2016-03-28 19:20:10.245,0.0,NY,5.95,6.8,False
770950,8fac51efd1f3ed23555389943d0b22c8,2016-04-05 17:51:20.944,0.0,SC,7.95,6.8,False
972998,24dd90480779771a9cb9ea2f54cc9249,2016-04-07 17:42:19.772,0.075,FL,0.0,6.8,False
665985,b4384ea064c36a22a0a9b75dccbd0830,2016-04-14 15:02:15.675,0.0,VA,0.0,6.8,False
975310,09487248976044584108f7d3f202174c,2016-04-07 20:54:11.312,0.0,MD,7.95,6.8,False
1005870,3069349651afb03593af7d090535f5dc,2016-04-12 21:58:55.796,0.04,AL,0.0,6.8,False
685960,466c637ec98030cfc71c8b85f297c476,2016-04-19 21:42:41.247,0.0,IN,0.0,6.8,False
1098467,3069349651afb03593af7d090535f5dc,2016-04-26 21:55:39.450,0.125,AL,0.0,0.0,False
1127059,64f9abc25d599e49cfddeb3de7774ca0,2016-04-29 22:47:44.002,0.0,MI,7.95,6.8,False
288907,d9c5147918427237c632acb18e5de4e0,2016-05-05 01:15:10.057,0.0,CA,5.95,6.8,False
795730,907281c61abc5e7f2cf494c1c1c2c2c2,2016-04-26 01:54:02.929,0.0,VA,7.95,6.8,False
1113152,b9297b02b8602f909c6e70a8db6941a6,2016-05-02 21:54:00.772,0.04,AL,0.0,0.0,False
1143724,349d9a34c2b0d6d5cfcfb486cace883c,2016-05-02 13:48:03.254,0.0,WV,7.95,6.8,False
1056806,02806bfec02917f09999ffaa887f5763,2016-05-03 18:33:05.563,0.0,ND,0.0,6.8,False
834981,dcc49620034626374ea14719f39ad7cc,2016-05-09 02:16:13.843,0.04,LA,0.0,6.8,True
1169175,0f0dff280e9b2fe40070e7de146513ef,2016-05-14 03:47:33.230,0.0,MD,0.0,6.8,False
1263447,349d9a34c2b0d6d5cfcfb486cace883c,2016-05-21 16:39:33.091,0.0,WV,7.95,7.09,False
1267986,aaafc4b29d5fd3b57c9401480a6374a6,2016-05-18 01:45:35.575,0.0,CO,7.95,6.8,False
1339088,7392662c14fa44661bdea4231b812a88,2016-05-25 03:33:13.109,0.075,MO,0.0,7.09,False
1345854,8fac51efd1f3ed23555389943d0b22c8,2016-06-07 13:04:24.874,0.0,SC,7.95,7.09,False
1385079,c9de51451d12502ea6ffe0728150ba42,2016-06-08 22:55:11.786,0.04,TX,0.0,7.09,False
1347689,76438d017d793f1a8df101d9aa26d817,2016-05-26 14:25:41.351,0.04,GA,0.0,7.09,False
1530986,a8cd984e4d7d0b4f3cb836698415d196,2016-06-20 20:35:29.960,0.125,GA,0.0,7.09,False
1379163,60aad86b79f1974966af53bc16f68410,2016-06-02 20:38:03.087,0.0,AL,0.0,7.09,False
1486421,d5bfd56123d3bef24dfc2a1d7e03f4ab,2016-06-27 19:23:30.755,0.0,MN,7.95,7.09,False
1600933,1fa17c5551fe0a48113ae9d0e0445b94,2016-06-30 05:13:14.194,0.0,MN,7.95,7.09,False
1475292,1d5fe9c4a4d0d27999ecd1c4f00cec07,2016-06-11 23:58:07.385,0.0,MO,7.95,7.09,False
1637986,2d1fb2eeca1623b57d5d5c1793291113,2016-07-06 19:28:46.824,0.0,GA,7.95,7.09,False
1694593,83bfa17d67a29213d1dccf8de0613f5a,2016-07-14 14:49:03.712,0.0,IL,5.95,7.09,True
6112,9604d9372ca09f9a4d0c68ca7a12795b,2016-07-18 20:28:00.420,0.04,PA,0.0,7.09,False
1571539,2fba9ac2b6e8ad554b3818453e9075dd,2016-06-25 20:46:42.661,0.143,MN,0.0,7.09,False
1735938,3069349651afb03593af7d090535f5dc,2016-07-20 19:33:50.786,0.0,AL,7.95,7.09,False
1591868,c9de51451d12502ea6ffe0728150ba42,2016-06-28 22:37:55.704,0.0,TX,0.0,7.09,False
1643625,26be2c0620dfc9453aff31b5a6e3ddda,2016-07-07 02:35:27.941,0.0,TN,7.95,7.09,False
1666478,f8cf3aafbcaea87c50f946c83a74ea09,2016-07-10 20:39:14.991,0.075,TX,0.0,7.09,False
1655749,349d9a34c2b0d6d5cfcfb486cace883c,2016-07-11 16:10:23.479,0.0,WV,7.95,7.09,False
32111,cdad63506523cdafbc5eb3bdd15ac951,2015-11-29 15:43:10.933,0.0,NC,0.0,6.8,False
44057,a779c8a973ae4faba6bb3d5f28341c71,2015-12-01 23:09:42.875,0.0,OH,7.95,6.8,False
71776,525ad268eb9585c24a80abcb2abaad0d,2015-12-03 01:25:39.356,0.04,CA,0.0,6.8,False
119124,00a4bc67d18da529f2dddbf52cb067a0,2015-12-07 21:06:49.868,0.0,VA,7.95,6.8,False
113549,266b798093427a1610ada0a8baa712f6,2015-12-09 02:03:08.145,0.0,MI,0.0,6.8,False
167760,6a3641fbdbdb66ef15738a2c0750e92d,2015-12-15 07:35:33.132,0.0,NC,7.95,6.8,False
162663,04b4de775066b026d0db414f3e39ca64,2015-12-12 13:48:43.889,0.0,PA,0.0,6.8,False
208516,e2d0dec9482398deef34703f11319349,2015-12-18 17:53:30.834,0.0,MA,7.95,6.8,False
240833,aa8f4ea7aeb9d002c548899f580640e8,2015-12-28 18:14:39.842,0.0,KY,0.0,6.8,False
279930,ae2e8c1fa5326e1f793d4c02f720156c,2016-01-02 20:42:48.333,0.0,TN,7.95,6.8,False
255429,a8cd984e4d7d0b4f3cb836698415d196,2015-12-28 21:34:34.375,0.0,TN,0.0,6.8,False
301267,a6730d49e0989b2cc0158c6182fafb93,2016-01-08 22:23:39.226,0.04,FL,0.0,0.0,False
277169,24b27221a8c52f992116a9cab86fe12a,2016-01-01 23:24:36.824,0.0,TN,7.95,6.8,False
345828,5d0781445babfe971b4eb0b4349953e0,2016-01-14 09:59:34.846,0.0,CT,5.95,6.8,False
327213,e0796a8a2270b21df7033866725608d4,2016-01-12 15:19:07.076,0.0,TN,0.0,0.0,False
338190,4ab1a190189a2d8cba957cb3fc0e4c35,2016-01-13 03:16:21.418,0.0,FL,7.95,0.0,False
411060,d76c08c8d5dee327c24c07b419a7f40d,2016-01-26 00:01:53.773,0.0,TN,0.0,6.8,False
377719,33cfcf2abb8ed4847c0f5e4ca51cc3c8,2016-01-20 06:11:33.790,0.0,WA,0.0,6.8,False
440621,51911c9ef96f9d686475c4791f2d6bec,2016-01-30 17:43:04.093,0.0,AL,5.95,6.8,False
175117,f5f90fb717ddf7ae35db06420150d853,2016-01-31 01:30:21.681,0.075,FL,0.0,6.8,False
454602,4a14eb828138502cfb45574454a8e197,2016-02-02 01:17:50.328,0.04,FL,0.0,6.8,False
399441,4550c9e97844ba54005e527549e12c05,2016-02-01 21:52:25.602,0.0,FL,0.0,6.8,False
503379,92172704b899fc8c628295feebdd753b,2016-02-09 13:12:18.020,0.0,NC,7.95,6.8,False
486110,968a11a4286b57aa42279c0fca8a1c87,2016-02-06 17:08:24.132,0.0,NY,0.0,6.8,False
530044,4e7452aa258d30c1c8a57dcb279ae6c7,2016-02-13 01:00:15.919,0.0,SC,5.95,6.8,False
553871,10639c6b5c17f5c58403e8a9f15b0feb,2016-02-16 10:17:47.672,0.0,CA,5.95,6.8,False
524109,49944ae6d48a8e62fed4dd5b4ba05dfe,2016-02-11 22:22:12.083,0.0,WA,7.95,6.8,False
567927,25a426cf363386ed6b64381fa9c3eba4,2016-02-18 00:58:26.773,0.0,AL,0.0,6.8,False
576687,a7cfcd01eb541b042f187047680992c6,2016-02-21 22:54:58.967,0.0,MI,0.0,6.8,False
548718,5db7da7e77bbf5ad11b9a25bb4ea6c7d,2016-02-15 20:13:42.624,0.0,IL,7.95,6.8,False
581936,e2322693c3b6c76423772f9171264bd1,2016-02-28 20:30:49.551,0.0,OH,5.95,6.8,False
605201,c9de51451d12502ea6ffe0728150ba42,2016-02-22 21:51:51.090,0.04,TX,0.0,6.8,False
628174,491cb3532a8def7866174852a87c226c,2016-02-25 02:08:46.191,0.0,GA,0.0,6.8,False
699561,1b0ad654bcf349460ec536742616f1ce,2016-03-03 23:14:43.219,0.0,CA,0.0,6.8,False
656722,687bf8cfe6d33a254a018cc85eb03eca,2016-02-28 15:47:51.026,0.0,NM,7.95,6.8,False
727450,56f9c7a7f5c459509e047930a188dc52,2016-03-07 10:46:57.790,0.0,PA,7.95,6.8,False
729887,134d1e6feb5de5e7f98183b333f93bda,2016-03-07 17:55:16.120,0.0,WA,5.95,6.8,False
726790,add3ae8ff31d04a30e2fb7d1dc6ade83,2016-03-07 06:00:11.011,0.0,PA,7.95,6.8,False
773973,6d84f485eadc5b6d9ae9b237c03b6feb,2016-03-12 02:41:05.929,0.0,WA,7.95,6.8,False
752988,8fac51efd1f3ed23555389943d0b22c8,2016-03-11 18:58:30.871,0.0,SC,7.95,6.8,False
712908,ad4fa05f8d9ee470c4eb7c924ce80f3d,2016-03-14 18:52:47.747,0.0,KS,0.0,6.8,False
848808,600ec569914ce7854e81f88c0ed11ce0,2016-03-21 19:56:20.851,0.0,AL,5.95,6.8,False
867564,e39c17251e5e11bb17350875b2a36a2a,2016-03-23 21:25:06.713,0.0,OH,7.95,6.8,False
778277,3069349651afb03593af7d090535f5dc,2016-03-30 20:55:28.489,0.075,AL,0.0,6.8,False
935042,f28670f4240a43f7f9ef7434da6b3571,2016-04-02 21:39:24.988,0.0,MI,0.0,6.8,False
888179,5917139420e41ca3c280e636b3b2d499,2016-03-26 22:27:19.478,0.0,NY,0.0,6.8,False
517518,9cef3f6aa43e12583ed42f5b65113b0c,2016-03-28 14:30:34.105,0.0,KS,0.0,6.8,False
929454,2e4756153f61932adf907a937684e58a,2016-04-01 17:11:34.774,0.0,PA,7.95,6.8,False
990389,141b2e7ffc46e2ad5b455eaf1870533c,2016-04-10 18:15:55.839,0.04,OR,0.0,6.8,False
1018840,f81712cce6c008c93650400137670eb2,2016-04-14 19:09:12.100,0.0,GA,7.95,6.8,False
1005794,ddc3a36df5ffbbeec14961cd7e0c3e21,2016-04-13 20:29:22.454,0.075,NY,0.0,0.0,False
990828,f78fcef091455036017008f3f9656bcd,2016-04-10 20:07:19.594,0.0,NY,7.95,6.8,False
975746,56c365aba11d62ad3c9174e84791b38c,2016-04-07 21:40:22.694,0.0,TX,5.95,6.8,True
1024543,d52780e5e14cb21c163c9333cd626952,2016-04-18 18:13:52.392,0.04,TX,0.0,6.8,False
1059000,60415801c374d93b9d4fe17763a734e0,2016-04-20 20:25:11.598,0.0,SC,7.95,6.8,False
1142399,3be3ba7f43024579cfefa5b7f688b4b2,2016-05-02 16:11:56.817,0.04,MN,0.0,6.8,False
1175787,4ef55a79155c91153112770abc68afa6,2016-05-05 20:20:54.920,0.04,MI,0.0,6.8,False
1144406,b9f38d0fcb7ba43cb15a882b791c088a,2016-05-02 14:27:33.990,0.0,NY,7.95,6.8,False
1255962,e39c17251e5e11bb17350875b2a36a2a,2016-05-15 23:06:34.048,0.0,OH,7.95,6.8,False
1139109,00f771d45fed61c1891557abe887be40,2016-05-12 10:46:26.210,0.0,TX,7.95,6.8,False
1215228,8a3ea4c064e85470c7196055d47040d0,2016-05-11 01:25:13.410,0.04,OR,0.0,6.8,False
1154634,78e271ae6d5dabdf8afa6c0dd25e7178,2016-05-25 17:41:17.032,0.04,NJ,0.0,7.09,False
1364418,299825ab66ece4126c2e65dd993051eb,2016-05-31 22:17:18.793,0.075,TX,0.0,7.09,False
1401297,0a850d78a2c864440472f5f886bdbf24,2016-06-02 11:37:51.189,0.0,IL,0.0,7.09,False
1416669,349d9a34c2b0d6d5cfcfb486cace883c,2016-06-08 17:32:52.273,0.0,WV,7.95,7.09,False
1459077,349d9a34c2b0d6d5cfcfb486cace883c,2016-06-11 12:47:30.186,0.0,WV,7.95,7.09,False
1395141,d6747f97a12d167660742ebd41679feb,2016-06-14 11:46:48.227,0.04,FL,0.0,7.09,False
1511451,c9de51451d12502ea6ffe0728150ba42,2016-06-16 17:44:09.894,0.0,TX,0.0,7.09,False
1164459,45a14a508014641f771bcd08e212d117,2016-06-20 18:43:48.155,0.0,AR,5.95,7.09,False
1537869,93cd8a203c413e97dfe8a07665ea09c0,2016-06-20 20:42:24.738,0.0,TX,5.95,7.09,False
1391715,efdf59d0c3632ed4a43edfc8749102e9,2016-06-01 03:37:10.930,0.0,TN,7.95,7.09,False
1397648,548a890fda1be7ad2a53c247b54c4adc,2016-06-06 19:04:14.107,0.04,LA,0.0,7.09,True
